company,source_type,text
Meta,wikipedia,"The U.S. IRS challenged the valuation Facebook used when it transferred IP from the U.S. to Facebook Ireland (now Meta Platforms Ireland) in 2010 (which Facebook Ireland then revalued higher before charging out), as it was building itsdouble Irishtax structure.[228][229]The case is ongoing and Meta faces a potential fine of $3–5bn.[230]"
Meta,wikipedia,"The U.S.Tax Cuts and Jobs Act of 2017changed Facebook's global tax calculations. Meta Platforms Ireland is subject to the U.S. GILTI tax of 10.5% on global intangible profits (i.e. Irish profits). On the basis that Meta Platforms Ireland Limited is paying some tax, the effective minimum US tax for Facebook Ireland will be circa 11%. In contrast, Meta Platforms Inc. would incur a special IP tax rate of 13.125% (the FDII rate) if its Irish business relocated to the U.S. Tax relief in the U.S. (21% vs. Irish at the GILTI rate) and accelerated capital expensing, would make this effective U.S. rate around 12%.[231][232][233]"
Meta,wikipedia,The insignificance of the U.S./Irish tax difference was demonstrated when Facebook moved 1.5bn non-EU accounts to the U.S. to limit exposure toGDPR.[234][235]
Meta,wikipedia,"Users outside of the U.S. and Canada contract with Meta's Irish subsidiary, Meta Platforms Ireland Limited (formerlyFacebook Ireland Limited), allowing Meta to avoid US taxes for all users in Europe, Asia, Australia, Africa and South America. Meta is making use of theDouble Irish arrangementwhich allows it to pay 2–3% corporation tax on all international revenue.[236]In 2010, Facebook opened its fourth office, inHyderabad, India,[237]which houses online advertising and developer support teams and provides support to users and advertisers.[238]In India, Meta is registered as Facebook India Online Services Pvt Ltd.[239]It also has offices or planned sites inChittagong, Bangladesh;Dublin, Ireland;[240]andAustin, Texas, among other cities.[241][242][243]"
Meta,wikipedia,"Facebook opened its London headquarters in 2017 in Fitzrovia incentral London. Facebook opened an office inCambridge, Massachusettsin 2018. The offices were initially home to the ""Connectivity Lab"", a group focused on bringing Internet access to those who do not have access to the Internet.[244]In April 2019, Facebook opened itsTaiwanheadquarters inTaipei.[245]"
Meta,wikipedia,"In September 2023, it was reported that Meta had paid £149m toBritish Landto break the lease on Triton Square London office. Meta reportedly had another 18 years left on its lease on the site.[247]"
Meta,wikipedia,"As of 2023, Facebook operated 21 data centers.[248]It committed to purchase 100% renewable energy and to reduce its greenhouse gas emissions 75% by 2020.[249]Its data center technologies include Fabric Aggregator, a distributed network system that accommodates larger regions and varied traffic patterns.[250]"
Meta,wikipedia,"US RepresentativeAlexandria Ocasio-Cortezresponded in a tweet to Zuckerberg's announcement about Meta, saying: ""Meta as in 'we are a cancer to democracy metastasizing into a global surveillance and propaganda machine for boosting authoritarian regimes and destroying civil society ... for profit!'""[251]"
Meta,wikipedia,"Ex-Facebook employeeFrances Haugenand whistleblower behind theFacebook Papersresponded to the rebranding efforts by expressing doubts about the company's ability to improve while led byMark Zuckerberg, and urged the chief executive officer to resign.[252]"
Meta,wikipedia,"In November 2021, a video published by Inspired by Iceland went viral, in which a Zuckerberg look-alike promoted the Icelandverse, a place of ""enhanced actual reality without silly looking headsets"".[253]"
Meta,wikipedia,"In a December 2021 interview, SpaceX and Tesla chief executive officerElon Musksaid he could not see a compelling use-case for the VR-driven metaverse, adding: ""I don't see someone strapping a frigging screen to their face all day.""[254]"
Meta,wikipedia,"In January 2022, Louise Eccles ofThe Sunday Timeslogged into the metaverse with the intention of making a video guide. She wrote:"
Meta,wikipedia,"Initially, my experience with the Oculus went well. I attended work meetings as an avatar and tried an exercise class set in the streets of Paris. The headset enabled me to feel the thrill of carving down mountains on a snowboard and the adrenaline rush of climbing a mountain without ropes. Yet switching to the social apps, where you mingle with strangers also using VR headsets, it was at times predatory and vile."
Meta,wikipedia,"Eccles described beingsexually harassedby another user, as well as ""accents from all over the world, American, Indian, English, Australian, using racist, sexist, homophobic and transphobic language"". She also encountered users as young as 7 years old on the platform, despite Oculus headsets being intended for users over 13.[255]"
Starbucks,wikipedia,"Starbucks Corporationis an American multinationalchainofcoffeehousesandroastery reservesheadquartered inSeattle, Washington. It was founded in 1971 byJerry Baldwin,Zev Siegl, andGordon Bowkerat Seattle'sPike Place Marketinitially as acoffee beanwholesaler. Starbucks was converted into a coffee shop servingespresso-based drinks under the ownership ofHoward Schultz, who was chief executive officer from 1986 to 2000 and led the aggressive expansion of the franchise across theWest Coast of the United States."
Starbucks,wikipedia,"As of November 2022,[update]the company had 35,711 stores in 80 countries, 15,873 of which were located in the United States. Of Starbucks' U.S.-based stores, over 8,900 are company-operated, while the remainder are licensed.[4]It is theworld's largest coffeehouse chain. The company is ranked 120th on theFortune500[5]and 303rd on theForbesGlobal 2000,[6]as of 2022."
Starbucks,wikipedia,"The rise of thesecond wave of coffee cultureis generally attributed to Starbucks, which introduced a wider variety of coffee experiences. Starbucks serves hot and cold drinks, whole-bean coffee, micro-groundinstant coffee,espresso,caffe latte, full and loose-leafteas, juices,Frappuccinobeverages,pastries, and snacks. Some offerings are seasonal or specific to the locality of the store. Depending on the country, most locations provide freeWi-FiInternet access. The company has been subject tomultiple controversiesrelated to its business practices. Conversely, its franchise has commanded substantialbrand loyalty, market share, andcompany value."
Starbucks,wikipedia,"Starbucks originally opened in Seattle, Washington, on March 30, 1971.[7]By selling high-qualitycoffee beansand equipments related, Starbucks became a local coffee bean retailer for the first ten years in Seattle.[8]It was founded by business partnersJerry Baldwin,Zev SieglandGordon Bowkerwho first met as students at theUniversity of San Francisco.[9]The trio were inspired to sell high-quality coffee beans and equipment by coffee roasting entrepreneurAlfred Peet.[10]Bowker recalls that a business partner of his, Terry Heckler, thought words beginning with the letters ""st"" were powerful, leading the founders to create a list of words beginning with ""st"", hoping to find a brand name. They chose ""Starbo"", a misreading of the  mining town Storbo in theCascade Rangenamed after Peter Storbo, founder and president of the Mount Rainier Mining Company.[11][12][13]From there, the group remembered ""Starbuck"", the name of thechief matein the bookMoby-Dick.[14]Bowker said, ""Moby-Dickdidn't have anything to do with Starbucks directly; it was only coincidental that the sound seemed to make sense.""[14][15]"
Starbucks,wikipedia,"The first Starbucks store was located in Seattle, at 2000 Western Avenue, from 1971 to 1976. The café was later moved to 1912 Pike Place.[16]During this time, Starbucks stores sold just coffee beans and not drinks.[17]In its first two years of operation, Starbucks purchased green coffee beans fromPeet's Coffee & Tea. In 1973, Alfred Peet stopped supplying Starbucks and helped train their new Roastmaster, Jim Reynolds.[18]"
Starbucks,wikipedia,"In 1984, the original owners of Starbucks, led byJerry Baldwin, purchasedPeet's Coffee.[19]By 1986, the company was operating six stores in Seattle and had begun to sellespressocoffee.[20][21]"
Starbucks,wikipedia,"In 1987, the original owners sold the Starbucks chain to their former director of marketingHoward Schultz, who rebranded his Il Giornale coffee outlets as Starbucks and began to expand the company.[22][23]Also in 1987, Starbucks opened its first locations outside of Seattle, inWaterfront StationinVancouver, British Columbia, and inChicago, Illinois.[24]"
Starbucks,wikipedia,"By 1989, there were 46 Starbucks stores located across thePacific NorthwestandMidwest, and the company was roasting more than 2,000,000 pounds (907,185 kg) of coffee annually."
Starbucks,wikipedia,"In June 1992, at the time of itsinitial public offering, Starbucks (ticker symbol: SBUX) had 140 outlets, with revenue of US$73.5 million, up from US$1.3 million in 1987. The company's market value was US$271 million by this time.[25]The 12% portion of the company that was sold raised around US$25 million for the company, which enabled it to double its number of stores over the next two years.[26]"
Starbucks,wikipedia,"In 1994, Starbucks acquiredThe Coffee Connection, gaining the rights to use, make, market, and sell the ""Frappuccino"" beverage.[27]The beverage was introduced under the Starbucks name in 1995."
Starbucks,wikipedia,"In 1999, Starbucks experimented by opening eateries in theSan Francisco Bay Area, under the Circadia restaurant brand.[28]At the same time, Starbucks converted its Seattle Circadia restaurant into a Café Starbucks.[28]"
Starbucks,wikipedia,"In 1999, Starbucks acquired Pasqua Coffee—aSan Francisco-based retail coffee chain that had almost 60 locations in San Francisco, Los Angeles, and New York City.[29]"
Starbucks,wikipedia,"In April 2003, Starbucks acquiredSeattle's Best CoffeeandTorrefazione ItaliafromAFC Enterprisesfor US$72 million. The deal only gained 150 stores for Starbucks, but according to theSeattle Post-Intelligencer,the wholesale business was more significant.[30]"
Starbucks,wikipedia,"By June 2003, Starbucks Japan had 466 stores and would add another 70 to 75 in the 2003 financial year. Its president, Yuji Tsunoda said it would install ovens in all stores to improve its food offerings.[31]"
Starbucks,wikipedia,"From 2005 to 2007,Howard Beharserved as the president of Starbucks North America.[32]"
Starbucks,wikipedia,"In September 2006, rivalDiedrich Coffeeannounced that it would sell most of its company-owned retail stores to Starbucks, including most locations of Oregon-based Coffee People, escalating regionalcoffee wars. Starbucks converted the Diedrich Coffee and Coffee People locations to Starbucks. The Coffee People locations atPortland International Airportwere excluded from the sale.[33]"
Starbucks,wikipedia,"In early 2008, Starbucks started a community website, My Starbucks Idea, designed to collect suggestions and feedback from customers. Other users could comment and vote on suggestions. Journalist Jack Schofield noted that ""My Starbucks seems to be all sweetness and light at the moment, which I don't think is possible without quite a lot of censorship.""[34]"
Starbucks,wikipedia,"In March 2008, Starbucks acquiredCoffee Equipment Company, which was the manufacturer of the Clover Brewing System. It began testing the ""fresh-pressed"" coffee system at several Starbucks locations in Seattle, California, New York, and Boston.[35]"
Starbucks,wikipedia,"In July 2008, during theGreat Recession, Starbucks announced it was closing 600 underperforming company-owned stores and cutting U.S. expansion plans amid growing economic uncertainty.[36][37]On July 29, 2008, Starbucks also cut almost 1,000 non-retail jobs as part of its bid to re-energize the brand and boost its profit. Of the new cuts, 550 of the positions were layoffs and the rest were unfilled jobs.[38]"
Starbucks,wikipedia,"Additionally in July 2008, Starbucks announced that it would close 61 of its 84 stores in Australia in the following month.[39]Nick Wailes, an expert in strategic management of theUniversity of Sydney, said that ""Starbucks failed to truly understand Australia's café culture.""[40]"
Starbucks,wikipedia,"In January 2009, Starbucks announced the closure of an additional 300 underperforming stores and the elimination of 7,000 positions. CEO Howard Schultz also announced that he had received board approval to reduce his salary.[41]Altogether, from February 2008 to January 2009, Starbucks terminated an estimated 18,400 U.S. jobs and began closing 977 stores worldwide.[42]"
Starbucks,wikipedia,"In August 2009,Aholdannounced closures and rebranding for 43 of its licensed store Starbucks kiosks for their US-basedStop & ShopandGiantsupermarkets.[43][44]"
Starbucks,wikipedia,"In August 2012, the largest Starbucks in the US opened at the University of Alabama's Ferguson Centre.[45]"
Starbucks,wikipedia,"On June 25, 2013, Starbucks began to postcaloriecounts on menus for drinks and pastries in all of its U.S. stores.[46]"
Starbucks,wikipedia,"In July 2013, more than 10% of in-store purchases were made on customers' mobile devices via theStarbucks app.[47]"
Starbucks,wikipedia,"The company once again utilized the mobile platform when it launched the ""Tweet-a-Coffee"" promotion in October 2013. On this occasion, the promotion also involvedTwitterand customers were able to purchase a US$5 gift card for a friend by entering both ""@tweetacoffee"" and the friend's handle in atweet. Research firm Keyhole monitored the progress of the campaign; a December 2013 media article reported that 27,000 people had participated and US$180,000 of purchases had been made to date.[48][49]"
Starbucks,wikipedia,"In January 2014, as part of a change in compact direction, Starbucks management transitioned from a singular brand worldwide to focusing on locally relevant design for each store.[50]"
Starbucks,wikipedia,"In May 2014, Starbucks announced ongoing losses in the Australian market, which resulted in all remaining stores being sold to the Withers Group.[51]"
Starbucks,wikipedia,"In July 2017, Starbucks acquired the remaining 50% stake in its Chinese venture from long-term joint venture partners Uni-President Enterprises Corporation (UPEC) and President Chain Store Corporation (PCSC) for US$1.3 billion.[52][53]"
Starbucks,wikipedia,"On March 21, 2018, Starbucks announced that it was considering the use ofblockchaintechnology to connect coffee drinkers with coffee farmers who could eventually be able to take advantage of new financial opportunities. Thepilot programwas planned to start with farmers inCosta Rica, Colombia, and Rwanda in order to develop a new way to track the bean-to-cup journey.[54]In 2019, at theMicrosoft Build conference, the coffee company formally announced its ""bean to cup"" program using theMicrosoft's Azure-based blockchain service.[55]"
Starbucks,wikipedia,"Two men were arrested in a Philadelphia Starbucks location after a manager claimed the two were trespassing on April 12, 2018.[56]The arrests led to protests due to their apparently racially motivated nature. CEOKevin Johnsonlater apologized for the incident, and the company declined to press charges.[57]During the company's second quarter earnings call on April 26, Johnson indicated that the company had not seen a drop in sales as a result of the event and subsequent coverage.[58]The company reiterated its guidance for full year earnings,[59]and beat consensus expectations of 1.8 percent same-store sales growth, with 2 percent growth."
Starbucks,wikipedia,Johnson announced that the company would close some 8000 locations on May 29 for a seminar about racial bias in order to prevent future events similar to those that occurred in Philadelphia.[60]
Starbucks,wikipedia,"On June 19, 2018, Starbucks announced the closing of 150 locations in 2019, three times the number the corporation typically closes in a single year. The closings were to happen inurban areasthat already have dense clusters of stores.[61]"
Starbucks,wikipedia,"In July 2019, Starbucks announced that it would no longer be selling newspapers in its cafés. It was also announced that kiosks for grab-and-go snacks and bags of whole-bean coffee would be removed from stores beginning in September 2019.[62]"
Starbucks,wikipedia,"In November 2019, Starbucks opened its largest store ever onMichigan Avenue, Chicago, with 200 employees.[63]"
Starbucks,wikipedia,"On March 20, 2020, due to theCOVID-19 pandemic, Starbucks closed all the café-only stores in the United States for two weeks. During that time, only drive-thru and delivery-only services were to function. According to the company representatives, all workers were to be paid for the next 30 days whether they went to work or stayed home.[64]COVID-19 lockdowns caused Starbucks to suffer a general 10% sales decrease, and a 50% decrease in China where quarantine measures were especially strict.[65]"
Starbucks,wikipedia,"In May 2020, the company asked for reduced rent from landlords due to the decrease in sales.[66][67][68]"
Starbucks,wikipedia,"In June 2020, during theCOVID-19 pandemic in the United States, the company announced that it would close 400 of its locations in the US/Canada region over the subsequent 18 months as it moves from the coffee house concept to what it calls ""convenience-led"" formats withdrive-throughandcurbside pickup. Starbucks announced that it planned to open 300 stores that will primarily focus on carryout and pickup orders.[69][70]The new stores will work with the Starbucksmobile appfor prepayment by the customer before arrival to pick up the order. The layout of some stores will also be modified with a separate counter for picking up mobile orders."
Starbucks,wikipedia,"In December 2020, Starbucks announced that it is planning to increase its store count to about 55,000 by 2030, up from roughly 33,000.[71]"
Starbucks,wikipedia,"Bloomberg reported in July 2022 that the company was, through investment bankHoulihan Lokey, exploring selling its stores in the United Kingdom.[72]"
Starbucks,wikipedia,"In August 2022, after months of suspension due to theRussian invasion of Ukraine, Starbucks sold all its stores in Russia to the Russian rapperTimati. The stores were rebranded as ""Stars Coffee"", and are very similar to the former stores. Starbucks said it had no comment on the new owner.[73][74]"
Starbucks,wikipedia,"On October 1, 2022,Howard Schultzstepped down as CEO, with Laxman Narasimhan becoming Starbucks's next CEO.[75]"
Starbucks,wikipedia,"On March 23, 2023, Narasimhan told employees that he would work a half-day behind a store counter each month, and he trained as a barista to immerse himself in the brand and stay close to customers.[76]"
Starbucks,wikipedia,"In June 2023, Starbucks was ordered to pay $25 million in punitive damages and $600,000 compensatory damages to a former regional manager. The court found that Starbucks fired her in 2018 because she was white.[77]"
Starbucks,wikipedia,"In December 2023, the operator of all of the Starbucks locations in Brazil, SouthRock Capital, declared itself bankrupt. SouthRock will continue to operate Starbucks locations normally while closing a few underperforming ones and will restructure through the bankruptcy procedure.[78]SouthRock Capital later declaredChapter 15 bankruptcyin June 2024.[79]"
Starbucks,wikipedia,"On August 13, 2024, Starbucks announced it was replacing then CEO Laxman Narasimhan withBrian Niccol. Niccol had served as the CEO ofChipotlesince 2018."
Starbucks,wikipedia,"In January 2025, Starbucks ended its 'open-door policy', and requires customers to make a purchase in order to use restrooms and the seating area.[80][81]"
Starbucks,wikipedia,"In February 2025, Starbucks cut 30% of its menu in an effort to simplify its processes and reduce costs. The discontinued offerings were primarily less popular or more complex items, including some Frappuccino blended drinks, Royal English Breakfast Latte, and White Hot Chocolate.[82]"
Starbucks,wikipedia,"In July 2025, Starbucks announced corporate office employees would have to return to working physically in the office four days per week, starting in October. For workers who would prefer to instead leave the company, Starbucks would offer a one-time voluntary exit program which would include a cash payment.[83]"
Starbucks,wikipedia,"Three of the company's stores inBuffalo, New Yorkbegan an attempt to unionize in August 2021.[84]UsingTwitter, the workers announced they had formed an organizing committee, Starbucks Workers United, to form a union affiliated withWorkers United.[85]Two more stores joined the effort in September, however these petitions were later withdrawn to ensure a speedy process for the original three locations.[86][87][88]During the union drive, the company sent other managers and executives, including its North America retail president, to Buffalo to engage with employees about operational issues and participate in their work. Employees were forced to attendcaptive audience meetingsthat contained anti-union messages.[89]Starbucks temporarily closed some area stores for remodeling and added excessive staff to one of the stores preparing to vote. Workers said this reduced union support there, while Starbucks said the support was meant to compensate for increased sick leave during the pandemic as it had done elsewhere in the country.[90]On November 9 Workers United filed three more petitions for elections to represent workers at additional Buffalo area stores.[91]On November 10 theNational Labor Relations Boardmailed out votes for the elections at the original three locations.[92]Votes for the original three stores were counted on December 9.[93]Days before the vote count, the NLRB rejected arguments by Starbucks to halt the election."
Starbucks,wikipedia,"Inspired by their colleagues in Buffalo, workers at a Starbucks store in Mesa, Arizona, petitioned the NLRB for a union election on November 18, 2021, to be represented by Workers United. The organizing at the Mesa location stemmed from, in part, a well-liked manager being terminated after whistle-blowing on Starbucks' anti-union plan.[94]"
Starbucks,wikipedia,"Starbucks temporarily closed two stores participating in the union drive in October for renovations. The company claimed these closures were unrelated to the unionization efforts.[95]Starbucks began working withLittler Mendelson, a self-described ""union-busting firm"", in October.[96][97][98]Starbucks requested that the National Labor Relations Board include all Buffalo Starbucks locations in the union vote, however, the NLRB rejected this argument and declared store by store elections.[99][92]Finally, on December 9, 2021, the workers at the Elmwood Avenue store became the first unionized Starbucks workers at a Starbucks owned location in the United States with a 19–8 vote. The Camp Road location voted 12–8 not to be in the union.[84]Starbucks does have unionized locations in other countries.[84]"
Starbucks,wikipedia,"On December 13, workers at two Boston area locations petitioned the NLRB for union elections to be unionize with Workers United. The workers cited the win in Buffalo as inspiration for organizing. Workers in at least one location had most cards signed within a day.[100]"
Starbucks,wikipedia,"In February 2022, Starbucks fired seven workers inMemphiswho had led the unionization effort and temporarily closed the store.[101]"
Starbucks,wikipedia,"In August 2022, the National Labor Relations Board accused the company of illegally discriminating against unionized workers by refusing them wage and benefit increases and requesting restitution. It also asked that the CEO at the time, Howard Schultz, or a board official read a notice about this purportedly unlawful move.[102]"
Starbucks,wikipedia,"On November 17, 2022, Starbucks’ annual Red Cup Day and one of the busiest days for employees, over 100 locations had employees go on strike. The workers were seeking higher staffing levels, better wages, and consistent schedules.[104]"
Starbucks,wikipedia,"Most unionization efforts are made through SBWU (Starbucks Workers United). There are over 9,000 American locations, but since the first unionized location in New York in 2021, less than 3% have voted to unionize. SBWU and Starbucks have yet to successfully negotiate a contract. Starbucks claims in a letter and on its website that the Workers United has delayed bargaining, has illegally broadcast bargaining sessions, refused to meet in person, and that Starbucks has reported more than 22 unfair labor practice charges to the NLRB (National Labor Relations Board).[105][106]By March 2023, the NLRB found no merit in Starbucks's complaints and instead ruled that it was Starbucks who refused to bargain.[107]"
Starbucks,wikipedia,"On June 23, 2023, Starbucks workers at unionized stores went on strike over the company's stance on in-storeLGBT pridedecorations.[108]"
Starbucks,wikipedia,"In January 2008, Starbucks began a ""skinny"" line of drinks, offeringlower-calorieand sugar-free versions of the company's offered drinks that useskim milk, and can be sweetened by a choice of natural sweeteners (such asraw sugar,agave syrup, or honey),artificial sweeteners(such asSweet'N Low,Splenda,Equal), or one of the company'ssugar-freesyrup flavors.[112][113]"
Starbucks,wikipedia,"In 1997, Starbucks first offered non-dairy milk at its U.S. stores with the introduction ofsoy milk.[114]"
Starbucks,wikipedia,"In 2007, Starbucks stopped using milk originating fromrBGH-treated cows.[115]The company also adopted a new dairy standard for allespresso-based drinks, switching from whole to 2% reduced fat milk.[116]"
Starbucks,wikipedia,"In 2015, Starbucks began servingcoconut milk.[117]In 2016, it began servingalmond milk.[118]In January 2020,oat milkbecame available nationally.[119][120]The company also offers non-dairy creamers at retail in partnership with Nestlé SA.[120]"
Starbucks,wikipedia,"CEO Kevin Johnson said in a 2020 interview that,milk substituteswill be a big part of reducing carbon emissions.[121]That effort has prompted vegans, environmentalists, people with lactose intolerance and others to urge the company to eliminate the upcharge for drinks made with dairy-free milk.PETAencouraged sit-ins at Starbucks locations and purchased Starbucks stock to draw attention to what they believe is an unfair charge.[122]A Starbucks Canada spokesperson told ET Canada that customizations such as added flavours, non-dairy beverages or an additional shot of espresso, will incur an additional charge.[123]"
Starbucks,wikipedia,"In December 2020, Starbucks announced it will offerOatlyoat milk in all US stores starting in spring 2021.[124]"
Starbucks,wikipedia,"With the launch of their holiday menu in November 2024, Starbucks ended the upcharge for non-dairy milk additions to drinks.[125]"
Starbucks,wikipedia,"Ethos water, a brand of bottled water acquired by Starbucks in 2003, is sold at locations throughout North America. Ethos bottles feature prominent labeling stating ""helping children get clean water"", referring to the fact that US$0.05 from each US$1.80 bottle sold (US$0.10 per bottle in Canada) is used to fund clean water projects in underdeveloped areas. Although sales of Ethos water have raised over US$6.2 million for clean water efforts, the brand is not incorporated as a charity. Critics have argued that the claim on the label misleads consumers into thinking that Ethos is primarily a charitable organization when it is actually a for-profit brand and only 5 cents per bottle supports clean-water projects.[126][127]"
Starbucks,wikipedia,"The founders of Ethos have stated that the brand is intended to raise awareness of third-world clean water issues and provide socially responsible consumers with an opportunity to support the cause by choosing Ethos over other brands.[128]Starbucks has since redesigned the American version of the Ethos water bottles, stating the amount of money donated per bottle in the description.[129]"
Starbucks,wikipedia,"In March 2009, Starbucks introduced a line of instant coffee packets, called VIA ""Ready Brew"".[130]It was first unveiled in New York City with subsequent testing of the product also inSeattle,Chicago, andLondon. The first two VIA flavors include Italian Roast and Colombia, which were then rolled out in October 2009, across the U.S. and Canada with Starbucks stores promoting the product with ablind""taste challenge"" of the instant versus fresh roast, in which many people could not tell the difference between the instant and freshly brewed coffee. Financial analysts speculated that by introducing instant coffee, Starbucks would devalue its own brand.[131]"
Starbucks,wikipedia,"In September 2012, Starbucks announced plans to introduce the Verismo, a consumer-grade single-serve coffee machine that uses sealed plastic cups of coffee grounds, and a ""milk pod"" for lattes.[132]"
Starbucks,wikipedia,"In November 2012, Starbucks Verismo became publicly available, consisting of a line of coffee makers that brew espresso and regular chocolate from coffee capsules, a type of pre-apportionedsingle-usecontainer of ground coffee and flavourings utilizing the K-Fee pod system.[133]"
Starbucks,wikipedia,"In a brief review of the 580 model,Consumer Reportsdescribed the results of a comparative test of the Verismo 580 against two competitive brands:"
Starbucks,wikipedia,"Because you have to conduct a rinse cycle between each cup, the Verismo wasn't among the most convenient of single-serve machines in our coffeemaker tests. Other machines we've tested have more flexibility in adjusting brew-strength—the Verismo has buttons for coffee, espresso, and latte with no strength variation for any type. And since Starbucks has limited its coffee selection to its own brand, there are only eight varieties so far plus a milk pod for the latte.[excessive quote][134]"
Starbucks,wikipedia,"As of December 31, 2020, Starbucks has discontinued producing their own K-Fee pods for Verismo machines, however, third-party companies continue to produce coffee pods for K-Fee machines, of which the Starbucks Verismo is compatible.[135]"
Starbucks,wikipedia,"In 2010, Starbucks began sellingalcoholic beveragesat some stores in the United States.[136]In August 2014, Starbucks opened its first store inWilliamsburg, Brooklynwhich by then was among 30 locations serving beer and wine.[137]"
Starbucks,wikipedia,"In 2016, three locations within Toronto, Ontario also announced they were going to serve alcohol, including up-scale appetizers like bacon-wrapped dates and trufflemac and cheese.[138]"
Starbucks,wikipedia,"Starbucks ensures that the selected locations that serve alcohol are able to accommodate the community, as well as have the space for extra seating and storage.[138]"
Starbucks,wikipedia,"On November 10, 2011, Starbucks acquired juice companyEvolution Freshfor US$30 million in cash and planned to start a chain of juice bars starting in around the middle of 2012, venturing into territory staked out byJamba Inc. Its first store released in San Bernardino, California and plans for a store in San Francisco were to be launched in early 2013.[139]"
Starbucks,wikipedia,"In March 2012, Starbucks began selling a line of iced Starbucks Refresher beverages that contain agreen coffeeextract. The beverages are fruit flavored and containcaffeinebut advertised as having no coffee flavor. Starbucks's green coffee extraction process involves soaking the beans in water.[140]"
Starbucks,wikipedia,"In June 2014, Starbucks began trialing its own line of carbonated sodas, dubbed ""Fizzio"". The drinks required a special machine to make.[141]"
Starbucks,wikipedia,"In January 2022, Starbucks launched a line of cannedenergy drinks, called ""Baya"". The drink contains caffeine from the coffee fruit.[142][143]"
Starbucks,wikipedia,"In June 2024, Starbucks introduced Iced Energy, a fruit-flavored energy drink, at its US locations.[144]A canned version was introduced in March 2025.[145]"
Starbucks,wikipedia,"Each year between November–January, Starbucks releases new holiday merchandise, including new paper cups with various festive designs.[147]"
Starbucks,wikipedia,"In March 2017, Starbucks announced the launch of two new limited-edition specialty drinks made from beans aged in whiskey barrels at its Seattle roastery.[148]Starbucks's barrel-aged coffee will be sold with a small batch of unroastedStarbucks ReserveSulawesi beans, which are then hand-scooped into whiskey barrels from Washington state.[149]"
Starbucks,wikipedia,"In February 2023, Starbucks announced it would introduce a line of coffee drinks made withextra virgin olive oil, including lattes, shaken espresso, and cold brews. This would not be a limited-time offering, but rather ""'one of the biggest launches we’ve had in decades,'"" according to Brady Brewer, the company's chief marketing officer. The goal was to create a new category of beverage. Unlike other drinks, this came about because of the habits of then-CEO Howard Schultz, who was introduced to consuming a teaspoon of olive oil each day by an olive oil producer he met inSicily.[150]The drinks were initially available in Italy and later expanded to stores inSouthern Californiain spring 2023 and then theUK,Middle East, andJapanlater the same year.[151]After its launch,CNNreported some customers reported digestive distress after drinking the beverages.[150]"
Starbucks,wikipedia,"In January 2024, the company said it would introduce the beverages nationwide in the US as well as in Canada, France, and China.[152][153]The Oleato beverages were permanently discontinued in November 2024.[154]"
Starbucks,wikipedia,"In May 2008, aloyalty programwas introduced for registered users of the Starbucks Card (previously simply a gift card) offering perks such as freeWi-FiInternet access, no charge for soy milk and flavored syrups, and free refills on brewed drip coffee, iced coffee, or tea.[155]Each time a customer purchases a drink, they will earn stars if they present their rewards card or scan their card from the mobile app.[156]Eventually, these stars accumulate to allow customers to redeem for perks such as free drinks, free add-ins, free bakery items or selected merchandise.[156]"
Starbucks,wikipedia,"In 2009, Starbucks began beta testing itsmobile appfor the Starbucks card, a stored value system in which consumers access pre-paid funds to purchase products at Starbucks.[157]Starbucks released its complete mobile platform in January 2011.[158][159]By December 2011, the number of mobile transactions exceeded 26 million.[160]"
Starbucks,wikipedia,"In August 2002, Starbucks provided freeWi-Fiin the United Kingdom, although in the past, a Starbucks rewards card was required.[161][162]"
Starbucks,wikipedia,"On July 1, 2010, Starbucks offered free Wi-Fi in all of its stores in the U.S. and Canada.[163][164][165]In August 2010, Starbucks began offering free Wi-Fi in Germany viaBT Openzone.[166]"
Starbucks,wikipedia,"In October 2012, Starbucks and DuracellPowermatannounced a pilot program to install Powermat charging surfaces in the tabletops in selected Starbucks stores in the Boston area.[167]Furthermore, Starbucks announced its support in thePower Matters Alliance(PMA) and its membership in the PMA board, along with Google and AT&T, in an effort to create ""a real-world ecosystem of wireless power"" through a universal wireless charging standard that customers could use to recharge smartphones.[168]"
Starbucks,wikipedia,"In August 2016,startup companyFluxPort introducedQiinductive chargingpads at select locations in Germany.[170]"
Starbucks,wikipedia,"The company's headquarters is theStarbucks CenterinSeattle, Washington, United States, where 3,501 people worked as of January 2015.[171]The main building in the Starbucks complex inSODOwas previously aSearsmail order distribution center until 1987.[172]"
Starbucks,wikipedia,"In addition to drinks and food, many stores carry Starbucks' official merchandise, such as mugs, tumblers, scoops, and coffee presses. There are also several select ""Starbucks Evenings"" locations that offerbeer,wine, and appetizers. Starbucks-brand coffee, ice cream, and bottled cold coffee drinks are sold atgrocery storesin the United States and other countries. In 2010, the company began itsStarbucks Reserveprogram for single-origin coffees and high-end coffee shops. It planned to open 1,000 Reserve coffee shops by the end of 2017.[173]However, since succeeding Schultz, Johnson has scaled back the Reserve coffee shops to only six to ten shops.[174]Further development on Reserve coffee shops will be dependent on the success of the few already in existence. Currently, Starbucks operates sixcoffee roasterieswith tasting rooms and 43 coffee bars as part of the program."
